Accession,Symbol,Gene Name,Location,Type,Proteome Profiles,Kinomes,Deep Proteomes,,,,,
IPI00024095,ANXA3,annexin A3,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024097,TES,testis derived transcript (3 LIM domains),Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00024107,SNCA,"synuclein, alpha (non A4 component of amyloid precursor)",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00024129,PPIC,peptidylprolyl isomerase C (cyclophilin C),Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024143,AAAS,"achalasia, adrenocortical insufficiency, alacrimia",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00024151,TRUB2,TruB pseudouridine (psi) synthase homolog 2 (E. coli),unknown,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00024153,B9D1,B9 protein domain 1,Extracellular Space,other,TRUE,FALSE,FALSE,,,,,
IPI00024157,FKBP3,"FK506 binding protein 3, 25kDa",Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024163,POLR3A,"polymerase (RNA) III (DNA directed) polypeptide A, 155kDa",Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024166,MRAS,muscle RAS oncogene homolog,Plasma Membrane,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024167,ESF1,"ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae)",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00024175,PSMA7,"proteasome (prosome, macropain) subunit, alpha type, 7",Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00024214,TERF2,telomeric repeat binding factor 2,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00024234,CDS1,CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00024254,IFIT3,interferon-induced protein with tetratricopeptide repeats 3,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00024255,GPKOW,G patch domain and KOW motifs,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00024270, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00024273,VLDLR,very low density lipoprotein receptor,Plasma Membrane,transporter,TRUE,FALSE,TRUE,,,,,
IPI00024279,HEATR1,HEAT repeat containing 1,Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00024281,GEMIN2,gem (nuclear organelle) associated protein 2,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00024282,RAB8B,"RAB8B, member RAS oncogene family",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024283,WDFY1,WD repeat and FYVE domain containing 1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00024284,HSPG2,heparan sulfate proteoglycan 2,Plasma Membrane,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024290,IRF6,interferon regulatory factor 6,Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00024291,BAD,BCL2-associated agonist of cell death,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00024299,SNUPN,snurportin 1,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00024305,SMAD3,SMAD family member 3,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00024307,EFNB1,ephrin-B1,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00024317,GCDH,glutaryl-CoA dehydrogenase,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00024320,RBM3,"RNA binding motif (RNP1, RRM) protein 3",Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00024348,PEX13,peroxisomal biogenesis factor 13,Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00024364,TNPO1,transportin 1,Nucleus,transporter,TRUE,TRUE,TRUE,,,,,
IPI00024368,ATP9A,"ATPase, class II, type 9A",Plasma Membrane,transporter,TRUE,FALSE,FALSE,,,,,
IPI00024381,CLP1,"CLP1, cleavage and polyadenylation factor I subunit, homolog (S. cerevisiae)",Nucleus,other,FALSE,FALSE,TRUE,,,,,
IPI00024387,FOXA1,forkhead box A1,Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00024401,USP13,ubiquitin specific peptidase 13 (isopeptidase T-3),unknown,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00024403,CPNE3,copine III,Cytoplasm,kinase,TRUE,FALSE,TRUE,,,,,
IPI00024413,CDK11A/CDK11B,cyclin-dependent kinase 11B,Nucleus,kinase,TRUE,FALSE,TRUE,,,,,
IPI00024417,HIP1R,huntingtin interacting protein 1 related,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00024462,DHODH,dihydroorotate dehydrogenase (quinone),Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024466,UGGT1,UDP-glucose glycoprotein glucosyltransferase 1,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00024467,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00024496,SPHK2,sphingosine kinase 2,Cytoplasm,kinase,TRUE,FALSE,TRUE,,,,,
IPI00024502,UBQLN4,ubiquilin 4,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00024522,NDUFA4L2,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2",unknown,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00024523,DNAJB6,"DnaJ (Hsp40) homolog, subfamily B, member 6",Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00024524,PNO1,partner of NOB1 homolog (S. cerevisiae),Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00024539,PRKCE,"protein kinase C, epsilon",Cytoplasm,protein kinase,TRUE,FALSE,TRUE,,,,,
IPI00024547,MMADHC,"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria",Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00024551,EMC7,ER membrane protein complex subunit 7,Extracellular Space,other,TRUE,FALSE,TRUE,,,,,
IPI00024566,C1GALT1,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1",Plasma Membrane,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00024579,RAD18,RAD18 homolog (S. cerevisiae),Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00024580,MCCC1,methylcrotonoyl-CoA carboxylase 1 (alpha),Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024584,PAK6,p21 protein (Cdc42/Rac)-activated kinase 6,Cytoplasm,protein kinase,TRUE,FALSE,FALSE,,,,,
IPI00024617,DUSP22,dual specificity phosphatase 22,Cytoplasm,phosphatase,TRUE,FALSE,TRUE,,,,,
IPI00024618,C3orf37,chromosome 3 open reading frame 37,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00024619,CMC2 (includes EG:100363376),COX assembly mitochondrial protein 2 homolog (S. cerevisiae),Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00024620,ENY2,enhancer of yellow 2 homolog (Drosophila),Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00024623,ACADSB,"acyl-CoA dehydrogenase, short/branched chain",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024627,MFF,mitochondrial fission factor,Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00024641,SMYD2,SET and MYND domain containing 2,Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00024642,CCDC47,coiled-coil domain containing 47,Extracellular Space,other,TRUE,FALSE,TRUE,,,,,
IPI00024644,PRTFDC1,phosphoribosyl transferase domain containing 1,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024650,SLC16A1,"solute carrier family 16, member 1 (monocarboxylic acid transporter 1)",Plasma Membrane,transporter,TRUE,TRUE,TRUE,,,,,
IPI00024658,OTUD7B,OTU domain containing 7B,Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00024661,SEC24C,"SEC24 family, member C (S. cerevisiae)",Cytoplasm,transporter,TRUE,TRUE,TRUE,,,,,
IPI00024662,CBX5,chromobox homolog 5,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00024664,USP5,ubiquitin specific peptidase 5 (isopeptidase T),Cytoplasm,peptidase,FALSE,FALSE,TRUE,,,,,
IPI00024670,REEP5,receptor accessory protein 5,Extracellular Space,transporter,TRUE,FALSE,TRUE,,,,,
IPI00024673,MAPK9,mitogen-activated protein kinase 9,Cytoplasm,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00024674,MAP2K4,mitogen-activated protein kinase kinase 4,Cytoplasm,protein kinase,TRUE,TRUE,TRUE,,,,,
IPI00024684,MX2,myxovirus (influenza virus) resistance 2 (mouse),Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024685,NPR2,natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B),Plasma Membrane,protein kinase,TRUE,FALSE,FALSE,,,,,
IPI00024686,CD40LG,CD40 ligand,Extracellular Space,cytokine,FALSE,FALSE,TRUE,,,,,
IPI00024698,PQBP1 (includes EG:10084),polyglutamine binding protein 1,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00024705,GIPC1,"GIPC PDZ domain containing family, member 1",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00024706,SNX25,sorting nexin 25,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00024709,IKBKB,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta",Cytoplasm,protein kinase,TRUE,FALSE,TRUE,,,,,
IPI00024719,HAT1,histone acetyltransferase 1,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024741,EREG,epiregulin,Extracellular Space,growth factor,TRUE,FALSE,FALSE,,,,,
IPI00024742,UQCRQ,"ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024757,UQCR11,"ubiquinol-cytochrome c reductase, complex III subunit XI",Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00024766,PLXNC1,plexin C1,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00024775,RAB7L1,"RAB7, member RAS oncogene family-like 1",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024776,CLGN,calmegin,Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00024781,SERF2,small EDRK-rich factor 2,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00024787,SLC27A2,"solute carrier family 27 (fatty acid transporter), member 2",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00024802,BTAF1,"BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)",Nucleus,transcription regulator,TRUE,TRUE,TRUE,,,,,
IPI00024804,ATP2A1,"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00024811,MPZL2,myelin protein zero-like 2,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00024816,MFF,mitochondrial fission factor,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00024821,PSMD14,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14",Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00024871,CBFB,"core-binding factor, beta subunit",Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00024911,ERP29,endoplasmic reticulum protein 29,Cytoplasm,transporter,TRUE,TRUE,TRUE,,,,,
IPI00024913,C21orf33,chromosome 21 open reading frame 33,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00024915,PRDX5,peroxiredoxin 5,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024919,PRDX3,peroxiredoxin 3,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00024920,ATP5D,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",Cytoplasm,transporter,TRUE,TRUE,TRUE,,,,,
IPI00024925,C19orf77,chromosome 19 open reading frame 77,unknown,other,TRUE,FALSE,FALSE,,,,,
IPI00024929,CLMP,CXADR-like membrane protein,Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00024933,RPL12,ribosomal protein L12,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00024934,MUT,methylmalonyl CoA mutase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024971,OSBP,oxysterol binding protein,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00024972,CDC42SE1,CDC42 small effector 1,Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00024973,CDC42SE2,CDC42 small effector 2,Plasma Membrane,other,TRUE,FALSE,FALSE,,,,,
IPI00024975,KIF15,kinesin family member 15,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00024976,TOMM22,translocase of outer mitochondrial membrane 22 homolog (yeast),Cytoplasm,transporter,TRUE,TRUE,TRUE,,,,,
IPI00024983,RTN2 (includes EG:20167),reticulon 2,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00024990,ALDH6A1,"aldehyde dehydrogenase 6 family, member A1",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00024993,ECHS1,"enoyl CoA hydratase, short chain, 1, mitochondrial",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00025019,PSMB1,"proteasome (prosome, macropain) subunit, beta type, 1",Cytoplasm,peptidase,TRUE,FALSE,TRUE,,,,,
IPI00025039,FBL,fibrillarin,Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00025049,M6PR,mannose-6-phosphate receptor (cation dependent),Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00025050,WARS2,"tryptophanyl tRNA synthetase 2, mitochondrial",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00025076,NTRK1,"neurotrophic tyrosine kinase, receptor, type 1",Plasma Membrane,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00025081,RANGRF,RAN guanine nucleotide release factor,unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00025084,CAPNS1,"calpain, small subunit 1",Cytoplasm,peptidase,TRUE,TRUE,TRUE,,,,,
IPI00025086,COX5A (includes EG:100537689),cytochrome c oxidase subunit Va,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00025087,TP53 (includes EG:22059),tumor protein p53,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00025091,RPS11,ribosomal protein S11,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00025100,BCKDHA,"branched chain keto acid dehydrogenase E1, alpha polypeptide",Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00025114,SLC35B1,"solute carrier family 35, member B1",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00025115,AP3S2,"adaptor-related protein complex 3, sigma 2 subunit",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00025156,STUB1,"STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00025158,STAG1,stromal antigen 1,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00025160,VAC14,Vac14 homolog (S. cerevisiae),Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00025174,CWC27 (includes EG:100430842),CWC27 spliceosome-associated protein homolog (S. cerevisiae),Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00025176,SMNDC1,survival motor neuron domain containing 1,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00025178,BCAS2,breast carcinoma amplified sequence 2,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00025202,FMNL1,formin-like 1,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00025239,NDUFS2,"NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00025244,ZNF259,zinc finger protein 259,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00025252,PDIA3,"protein disulfide isomerase family A, member 3",Cytoplasm,peptidase,TRUE,TRUE,TRUE,,,,,
IPI00025257,SEMA7A,"semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)",Plasma Membrane,other,FALSE,FALSE,TRUE,,,,,
IPI00025273,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00025277,PDCD6,programmed cell death 6,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00025285,ATP6V1G1,"ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1",Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00025307,CYP27A1,"cytochrome P450, family 27, subfamily A, polypeptide 1",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00025310,ZNF217,zinc finger protein 217,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00025318,SH3BGRL,SH3 domain binding glutamic acid-rich protein like,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00025329,RPL19,ribosomal protein L19,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00025340,PDXP,"pyridoxal (pyridoxine, vitamin B6) phosphatase",Plasma Membrane,phosphatase,TRUE,FALSE,TRUE,,,,,
IPI00025341,BDH1 (includes EG:100037356),"3-hydroxybutyrate dehydrogenase, type 1",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00025344,NDUFS6,"NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00025346,PEX14 (includes EG:40294),peroxisomal biogenesis factor 14,Cytoplasm,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00025347,EMG1,EMG1 nucleolar protein homolog (S. cerevisiae),Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00025366,CS,citrate synthase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00025383,CD5,CD5 molecule,Plasma Membrane,transmembrane receptor,TRUE,FALSE,TRUE,,,,,
IPI00025394,DDC,dopa decarboxylase (aromatic L-amino acid decarboxylase),Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00025415,SEMG2,semenogelin II,Extracellular Space,other,FALSE,FALSE,TRUE,,,,,
IPI00025418,COL7A1,"collagen, type VII, alpha 1",Extracellular Space,other,TRUE,FALSE,TRUE,,,,,
IPI00025426,PZP,pregnancy-zone protein,Extracellular Space,other,TRUE,FALSE,FALSE,,,,,
IPI00025442,PLEKHG4,"pleckstrin homology domain containing, family G (with RhoGef domain) member 4",unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00025461, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00025463,PHLDA1,"pleckstrin homology-like domain, family A, member 1",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00025464,MT1F,metallothionein 1F,Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00025473,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyl transferase 1",Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00025476, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00025478,IRF9,interferon regulatory factor 9,Nucleus,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00025491,EIF4A1,eukaryotic translation initiation factor 4A1,Cytoplasm,translation regulator,TRUE,FALSE,TRUE,,,,,
IPI00025512,HSPB1,heat shock 27kDa protein 1,Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00025564, , , , ,TRUE,FALSE,FALSE,,,,,
IPI00025616,POLD2,"polymerase (DNA directed), delta 2, accessory subunit",Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00025646,ACTR8,ARP8 actin-related protein 8 homolog (yeast),Cytoplasm,other,FALSE,FALSE,TRUE,,,,,
IPI00025679,SIK1,salt-inducible kinase 1,Cytoplasm,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00025685,RWDD2B,RWD domain containing 2B,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00025698,LIMK2,LIM domain kinase 2,Cytoplasm,protein kinase,FALSE,FALSE,TRUE,,,,,
IPI00025707,UBASH3A,ubiquitin associated and SH3 domain containing A,Cytoplasm,enzyme,FALSE,FALSE,TRUE,,,,,
IPI00025710,C21orf59,chromosome 21 open reading frame 59,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00025714,RIPK4,receptor-interacting serine-threonine kinase 4,Nucleus,protein kinase,TRUE,FALSE,TRUE,,,,,
IPI00025717,MTX2,metaxin 2,Cytoplasm,transporter,TRUE,TRUE,TRUE,,,,,
IPI00025718,WDR4,WD repeat domain 4,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00025721,COPS3,COP9 constitutive photomorphogenic homolog subunit 3 (Arabidopsis),Cytoplasm,other,TRUE,TRUE,TRUE,,,,,
IPI00025725,NDUFB1,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00025729,CAMLG,calcium modulating ligand,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00025753,DSG1,desmoglein 1,Plasma Membrane,other,TRUE,TRUE,TRUE,,,,,
IPI00025796,NDUFS3,"NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00025803,INSR,insulin receptor,Plasma Membrane,protein kinase,TRUE,TRUE,TRUE,,,,,
IPI00025804,FCER1G,"Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide",Plasma Membrane,transmembrane receptor,TRUE,FALSE,FALSE,,,,,
IPI00025807,SP3,Sp3 transcription factor,Nucleus,transcription regulator,FALSE,FALSE,TRUE,,,,,
IPI00025809,MGAT2,"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00025810,CCND2,cyclin D2,Nucleus,other,TRUE,FALSE,FALSE,,,,,
IPI00025815,TARDBP,TAR DNA binding protein,Nucleus,transcription regulator,TRUE,TRUE,TRUE,,,,,
IPI00025817,CCND3,cyclin D3,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00025818,GALNT1,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1),Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00025830,WEE1,WEE1 homolog (S. pombe),Nucleus,protein kinase,FALSE,TRUE,FALSE,,,,,
IPI00025839,HNF1A,HNF1 homeobox A,Nucleus,transcription regulator,TRUE,FALSE,FALSE,,,,,
IPI00025849, , , , ,TRUE,TRUE,TRUE,,,,,
IPI00025864,BCHE,butyrylcholinesterase,Plasma Membrane,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00025869,GLA,"galactosidase, alpha",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00025874,RPN1,ribophorin I,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00025890,NAA25,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit",unknown,other,TRUE,FALSE,TRUE,,,,,
IPI00025974,CHMP4B,charged multivesicular body protein 4B,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00026031,C6orf72,chromosome 6 open reading frame 72,unknown,other,FALSE,FALSE,TRUE,,,,,
IPI00026044,PIGU,"phosphatidylinositol glycan anchor biosynthesis, class U",Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00026050,CLN5,"ceroid-lipofuscinosis, neuronal 5",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00026054,MAPKAPK2,mitogen-activated protein kinase-activated protein kinase 2,Nucleus,protein kinase,TRUE,FALSE,TRUE,,,,,
IPI00026058,LZTS1,"leucine zipper, putative tumor suppressor 1",Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00026059,SNTB1,"syntrophin, beta 1 (dystrophin-associated protein A1, 59kDa, basic component 1)",Plasma Membrane,other,TRUE,FALSE,TRUE,,,,,
IPI00026087,BANF1,barrier to autointegration factor 1,Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00026089,SF3B1,"splicing factor 3b, subunit 1, 155kDa",Nucleus,other,TRUE,TRUE,TRUE,,,,,
IPI00026105,SCP2,sterol carrier protein 2,Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00026108,PLA2G4A,"phospholipase A2, group IVA (cytosolic, calcium-dependent)",Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00026111,TMCO1,transmembrane and coiled-coil domains 1,unknown,other,TRUE,TRUE,TRUE,,,,,
IPI00026125,DNASE1L1,deoxyribonuclease I-like 1,Cytoplasm,enzyme,TRUE,FALSE,FALSE,,,,,
IPI00026128,STX11,syntaxin 11,Plasma Membrane,transporter,FALSE,FALSE,TRUE,,,,,
IPI00026154,PRKCSH,protein kinase C substrate 80K-H,Cytoplasm,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00026156,HCLS1,hematopoietic cell-specific Lyn substrate 1,Nucleus,transcription regulator,TRUE,FALSE,TRUE,,,,,
IPI00026157,MTRF1,mitochondrial translational release factor 1,Cytoplasm,translation regulator,TRUE,FALSE,TRUE,,,,,
IPI00026167,NHP2L1,NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae),Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00026182,CAPZA2,"capping protein (actin filament) muscle Z-line, alpha 2",Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00026185,CAPZB,"capping protein (actin filament) muscle Z-line, beta",Cytoplasm,other,TRUE,FALSE,FALSE,,,,,
IPI00026202,RPL18A,ribosomal protein L18a,Cytoplasm,other,TRUE,FALSE,TRUE,,,,,
IPI00026215,FEN1,flap structure-specific endonuclease 1,Nucleus,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00026216,NPEPPS,aminopeptidase puromycin sensitive,Cytoplasm,peptidase,TRUE,TRUE,TRUE,,,,,
IPI00026219,CPSF1,"cleavage and polyadenylation specific factor 1, 160kDa",Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00026230,HNRNPH2,heterogeneous nuclear ribonucleoprotein H2 (H'),Nucleus,other,TRUE,FALSE,TRUE,,,,,
IPI00026259,AGA,aspartylglucosaminidase,Cytoplasm,enzyme,TRUE,FALSE,TRUE,,,,,
IPI00026260,NME2, , , ,TRUE,FALSE,TRUE,,,,,
IPI00026262,RASA1,RAS p21 protein activator (GTPase activating protein) 1,Cytoplasm,transporter,TRUE,FALSE,TRUE,,,,,
IPI00026268,GNB1,"guanine nucleotide binding protein (G protein), beta polypeptide 1",Plasma Membrane,enzyme,TRUE,TRUE,TRUE,,,,,
IPI00026270,CPM,carboxypeptidase M,Plasma Membrane,peptidase,TRUE,FALSE,TRUE,,,,,
