Protein IDs (Uniprot),Gene names,Fasta header,Peptides,Unique peptides,Sequence coverage,Q-value,Rep1 tp = 0h,Rep1 tp = 1h,Rep1 tp = 2h,Rep1 tp = 4h,Rep1 tp = 8h,Rep1 tp = 16h,Rep1 tp = 32h,Rep2 tp = 0h,Rep2 tp = 1h,Rep2 tp = 2h,Rep2 tp = 4h,Rep2 tp = 8h,Rep2 tp = 16h,Rep2 tp = 32h,Rep3 tp = 0h,Rep3 tp = 1h,Rep3 tp = 2h,Rep3 tp = 4h,Rep3 tp = 8h,Rep3 tp = 16h,Rep3 tp = 32h,# data points,1-state-model_kA [h-1],2-state-model_kA [h-1],2-state-model_kB [h-1],2-state-model_ktransfer [h-1],1-state-model_AICp,1-state-model_RSS,2-state-model_AICp,2-state-model_RSS,Half-life (exponential) 1-state-model [h],Half-life (steady state) 2-state-model [h],score,Degradation profile,Abundance after pulse,Validation score
Q5SUQ9,Ctc1,>sp|Q5SUQ9|CTC1_MOUSE CST complex subunit CTC1 OS=Mus musculus GN=Ctc1 PE=1 SV=2;>sp|Q5SUQ9-3|CTC1_MOUSE Isoform 3 of CST complex subunit CTC1 OS=Mus musculus GN=Ctc1;>sp|Q5SUQ9-2|CTC1_MOUSE Isoform 2 of CST complex subunit CTC1 OS=Mus musculus GN=Ctc1;>tr,22,22,26.6,0,,,,,,,,,,,,,,,100,95.7197825,89.5705918,75.3859048,68.2841125,52.2635806,45.9287431,7,0.029103752,0.067399899,1.01E-05,0.051118209,0.46757175,0.015666004,0.53242825,0.000592898,23.81641972,> 300,0.091803383,UN,0.011202318,
Q5SUR0,Pfas,>sp|Q5SUR0|PUR4_MOUSE Phosphoribosylformylglycinamidine synthase OS=Mus musculus GN=Pfas PE=2 SV=1,35,35,42.8,0,100,,,84.5173272,78.1637771,69.6630837,67.5027966,,,,,,,,100,109.6584588,90.6721166,102.1632435,69.6785295,78.6495391,48.8661814,12,0.018594288,0.039676539,0.011791186,0.138797589,0.940313823,0.012623932,0.059686177,0.010534252,37.27742425,57.7,-0.07850459,ED,0.029214654,
Q5SVQ0-4,Kat7,>sp|Q5SVQ0-4|KAT7_MOUSE Isoform 4 of Histone acetyltransferase KAT7 OS=Mus musculus GN=Kat7;>sp|Q5SVQ0-2|KAT7_MOUSE Isoform 2 of Histone acetyltransferase KAT7 OS=Mus musculus GN=Kat7;>sp|Q5SVQ0-3|KAT7_MOUSE Isoform 3 of Histone acetyltransferase KAT7 OS=M,19,18,46.6,0,,,,,,,,,,,,,,,100,64.2432198,44.1787208,36.4700273,28.1063535,24.5020069,19.1286477,7,0.067175502,0.574417779,0.017522633,0.194172784,0.019532801,0.292206269,0.980467199,0.001270974,10.31845175,35.9,0.37409203,NED,0.07423389,2
Q5SW19,Cluh,>sp|Q5SW19|CLU_MOUSE Clustered mitochondria protein homolog OS=Mus musculus GN=Cluh PE=2 SV=2;>sp|Q5SW19-3|CLU_MOUSE Isoform 3 of Clustered mitochondria protein homolog OS=Mus musculus GN=Cluh;>sp|Q5SW19-2|CLU_MOUSE Isoform 2 of Clustered mitochondria prot,38,4,38.3,0,100,85.0081009,72.0665603,100.4267064,79.7046401,72.670268,49.7389028,100,,,82.1255881,67.6218429,37.4004089,30.7712847,100,114.6354015,103.6881739,110.7756571,87.6620178,66.147632,41.6351462,19,0.029957549,0.060489257,0.029590214,1.769601791,0.935776582,0.03361819,0.064223418,0.03359453,23.13764625,23.4,-0.117679214,ED,0.071105693,
Q5SWD9,Tsr1,>sp|Q5SWD9|TSR1_MOUSE Pre-rRNA-processing protein TSR1 homolog OS=Mus musculus GN=Tsr1 PE=2 SV=1;>sp|Q5SWD9-2|TSR1_MOUSE Isoform 2 of Pre-rRNA-processing protein TSR1 homolog OS=Mus musculus GN=Tsr1,20,20,34.1,0,,,,,,,,,,,,,,,100,53.8515112,34.3412972,25.91694,19.8586492,34.2875618,30.4137074,7,0.055901082,0.889672331,3.85E-06,0.19903327,0.501112687,0.608404639,0.498887313,0.024863068,12.39953069,> 300,0.542008124,UN,0.107774274,
Q5SWU9,Acaca,>sp|Q5SWU9|ACACA_MOUSE Acetyl-CoA carboxylase 1 OS=Mus musculus GN=Acaca PE=1 SV=1;>sp|Q5SWU9-2|ACACA_MOUSE Isoform 2 of Acetyl-CoA carboxylase 1 OS=Mus musculus GN=Acaca,64,55,38.2,0,,,,,,,,,,,,,,,100,100.6871998,86.8068289,86.6255599,62.4052255,30.096411,26.1849804,7,0.048874956,0.081522492,9.39E-06,0.021473417,0.979882084,0.034249181,0.020117916,0.012860133,14.18205235,> 300,-0.092185286,ED,0.021105346,
Q5SWW4,Med13,>sp|Q5SWW4|MED13_MOUSE Mediator of RNA polymerase II transcription subunit 13 OS=Mus musculus GN=Med13 PE=2 SV=1,17,16,12.2,0,,,,,,,,,,,,,,,100,77.3279108,64.2871796,72.4869633,65.5267459,32.1559925,30.757681,7,0.045195303,0.766836374,0.030502409,0.948336459,0.979507175,0.06181646,0.020492825,0.022962662,15.33670823,22.3,0.110407637,ED,0.009687239,
Q5U3K5,Rabl6,>sp|Q5U3K5|RABL6_MOUSE Rab-like protein 6 OS=Mus musculus GN=Rabl6 PE=1 SV=2,3,3,4.7,0.0015207,,,,,,,,,,,,,,,100,121.6259434,97.3613766,122.9076388,84.0942701,,,5,0.004924636,1.45E-06,0.057714788,0.05758164,0.999998223,0.021907608,1.77701E-06,0.020340767,140.7509431,19.9,-0.29287887,UN,0.003145616,
Q5U458,Dnajc11,>sp|Q5U458|DJC11_MOUSE DnaJ homolog subfamily C member 11 OS=Mus musculus GN=Dnajc11 PE=2 SV=2;>tr|E9Q8B3|E9Q8B3_MOUSE DnaJ homolog subfamily C member 11 OS=Mus musculus GN=Dnajc11 PE=4 SV=1,11,11,29,0,,,,,,,,,,,,,,,100,38.5283887,24.49045,20.0522269,26.7941282,34.4832202,24.7084928,7,0.060441513,1.643232453,1.36E-06,0.252869167,0.386790047,0.758119835,0.613209953,0.023748342,11.46806475,> 300,0.94833614,UN,0.063387685,
Q5U4C3,Scaf1,">sp|Q5U4C3|SFR19_MOUSE Splicing factor, arginine/serine-rich 19 OS=Mus musculus GN=Scaf1 PE=1 SV=1",2,2,2.4,0,,,,,,,,,,,,,,,100,59.7843048,53.2086465,57.0236751,55.1444598,,,5,0.103351186,1.618901968,1.01E-05,0.758654774,0.999212663,0.084919571,0.000787337,0.000601632,6.706717213,> 300,0.264096617,UN,0.012768315,
Q5U4D9,Thoc6,>sp|Q5U4D9|THOC6_MOUSE THO complex subunit 6 homolog OS=Mus musculus GN=Thoc6 PE=2 SV=1;>tr|D3Z131|D3Z131_MOUSE THO complex subunit 6 homolog OS=Mus musculus GN=Thoc6 PE=4 SV=1;>tr|D3Z132|D3Z132_MOUSE THO complex subunit 6 homolog OS=Mus musculus GN=Thoc6 ,11,11,51.6,0,,,,,,,,100,,,69.6363034,72.2823505,59.5255872,53.1129343,100,75.4820027,64.5857499,,,58.002919,56.1022321,10,0.023046782,0.95287312,0.008140017,0.981366255,0.029613207,0.04018935,0.970386793,0.002220677,30.07566053,84.7,0.199589099,NED,0.051353402,0
Q5XJY5,Arcn1,>sp|Q5XJY5|COPD_MOUSE Coatomer subunit delta OS=Mus musculus GN=Arcn1 PE=1 SV=2,27,27,54.6,0,100,84.7487002,84.8417129,81.2802429,74.3235113,76.2941434,59.5656546,100,75.9176547,71.2851233,84.3181165,105.3813213,69.8402844,66.780405,100,93.3511707,101.4906945,91.3495924,96.172296,74.997035,73.5201339,21,0.0145653,4.92640856,0.008876711,4.148852692,0.50877956,0.017360584,0.49122044,0.010649747,47.5889392,78,0.151058992,UN,0.226107842,
Q60520,Sin3a,>sp|Q60520|SIN3A_MOUSE Paired amphipathic helix protein Sin3a OS=Mus musculus GN=Sin3a PE=1 SV=3;>sp|Q60520-1|SIN3A_MOUSE Isoform 2 of Paired amphipathic helix protein Sin3a OS=Mus musculus GN=Sin3a,28,28,30.1,0,,,,,,,,,,,,,,,100,85.0027469,72.3620645,71.394319,63.642569,59.0201934,50.3883866,7,0.026477738,0.298373675,0.010521983,0.476197422,0.149007224,0.034234986,0.850992776,0.000515605,26.17848905,65.1,0.111008072,UN,0.063530613,
Q60597,Ogdh,">sp|Q60597|ODO1_MOUSE 2-oxoglutarate dehydrogenase, mitochondrial OS=Mus musculus GN=Ogdh PE=1 SV=3;>sp|Q60597-3|ODO1_MOUSE Isoform 3 of 2-oxoglutarate dehydrogenase, mitochondrial OS=Mus musculus GN=Ogdh;>sp|Q60597-2|ODO1_MOUSE Isoform 2 of 2-oxoglutarate",41,34,48.9,0,100,150.1948687,134.569692,77.4958445,79.2078169,75.1718356,75.727616,100,90.269352,82.5971264,81.0562675,79.8950618,53.7911532,55.727576,100,81.3457557,69.4775658,66.224739,59.2288208,65.4847683,54.2351879,21,0.019590903,0.071330042,0.000598868,0.107209155,0.683844515,0.04766069,0.316155485,0.033639555,35.38107408,> 300,0.138398351,UN,0.104839788,
Q60598,Cttn,">sp|Q60598|SRC8_MOUSE Src substrate cortactin OS=Mus musculus GN=Cttn PE=1 SV=2;>tr|Q921L6|Q921L6_MOUSE Cortactin, isoform CRA_a OS=Mus musculus GN=Cttn PE=1 SV=1",19,19,36.6,0,100,95.0813966,101.1039878,99.5254137,103.3213441,100.8122676,96.8559591,100,98.0194161,101.4023722,95.3247145,94.3864022,111.6810725,101.9159985,100,108.0229683,116.8674286,113.2596195,124.3679236,98.9506615,106.2988219,21,7.38E-06,4.21E-06,3.68E-08,3.734471056,0.930677013,0.005755466,0.069322987,0.005751649,> 300,> 300,0.021094073,ED,0.513856809,
Q60605-2,Myl6,>sp|Q60605-2|MYL6_MOUSE Isoform Smooth muscle of Myosin light polypeptide 6 OS=Mus musculus GN=Myl6;>sp|Q60605|MYL6_MOUSE Myosin light polypeptide 6 OS=Mus musculus GN=Myl6 PE=1 SV=3,7,6,54.3,0,100,91.027145,88.9711428,87.0870575,80.447118,69.4180956,56.4527759,100,84.5613869,77.9864933,72.1993572,70.1179958,55.6601304,51.273195,100,89.8725775,89.427105,74.3028345,68.3277411,52.2660109,60.7340237,21,0.022764417,0.084044194,0.004681756,0.130035208,0.019175085,0.022160781,0.980824915,0.006382027,30.44871168,145.2,0.119525822,UN,5.20181717,
Q60631,Grb2,>sp|Q60631|GRB2_MOUSE Growth factor receptor-bound protein 2 OS=Mus musculus GN=Grb2 PE=1 SV=1;>tr|B1AT92|B1AT92_MOUSE Growth factor receptor-bound protein 2 OS=Mus musculus GN=Grb2 PE=4 SV=1;>sp|Q60631-2|GRB2_MOUSE Isoform 2 of Growth factor receptor-boun,15,15,71.4,0,100,93.4031316,90.2305927,87.7252378,75.5930809,58.6929351,42.6305511,100,99.7184974,88.5089539,88.6913804,68.4513998,44.5794293,23.3478402,100,105.0362249,108.0070815,101.46368,88.4382417,52.9779677,32.6906512,21,0.036323527,0.000166003,0.037744771,0.842603923,0.922998534,0.016080005,0.077001466,0.015726165,19.08259577,18.4,-0.019895238,ED,0.830517614,
Q60649,Clpb,>sp|Q60649|CLPB_MOUSE Caseinolytic peptidase B protein homolog OS=Mus musculus GN=Clpb PE=1 SV=1;>tr|E9PY58|E9PY58_MOUSE Caseinolytic peptidase B protein homolog OS=Mus musculus GN=Clpb PE=4 SV=1,12,12,26.4,0,,,,,,,,,,,,,,,100,80.0416172,55.8122718,44.2925365,26.9290698,,,5,0.17814238,0.361097089,0.102220401,0.308454176,0.999979118,0.01532542,2.08815E-05,0.001982079,3.890972945,5.7,0.158372014,UN,0.02176273,
Q60668-3,Hnrnpd,>sp|Q60668-3|HNRPD_MOUSE Isoform 3 of Heterogeneous nuclear ribonucleoprotein D0 OS=Mus musculus GN=Hnrnpd;>sp|Q60668|HNRPD_MOUSE Heterogeneous nuclear ribonucleoprotein D0 OS=Mus musculus GN=Hnrnpd PE=1 SV=2;>tr|F6ZV59|F6ZV59_MOUSE Heterogeneous nuclear r,15,14,45.4,0,100,103.8342012,97.4504733,101.977571,99.916179,109.5896216,115.9459801,100,95.3581287,100.7622614,96.0601791,89.5688369,72.0795724,76.0314216,100,83.5569713,85.3693409,78.9033406,83.3414018,91.5741049,96.8254904,21,0.003459479,0.130125901,1.93E-06,0.914522892,0.824707049,0.016072035,0.175292951,0.013153533,200.3617498,> 300,-0.014886031,ED,4.341457584,
Q60692,Psmb6,>sp|Q60692|PSB6_MOUSE Proteasome subunit beta type-6 OS=Mus musculus GN=Psmb6 PE=1 SV=3,10,10,50,0,100,66.6069972,67.5487626,54.6370644,59.0208867,58.4408001,127.5620171,100,82.2932772,91.7788307,62.167779,69.6631949,66.9226682,78.4500545,100,73.3290505,59.6631277,65.0909884,63.5346705,64.555773,77.5907476,21,0.012159934,0.880140995,4.05E-06,0.916566174,0.017956989,0.111232272,0.982043011,0.03162805,57.00254354,> 300,0.248541104,NED,0.417916338,3
Q60715,P4ha1,>sp|Q60715|P4HA1_MOUSE Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus GN=P4ha1 PE=2 SV=2;>sp|Q60715-2|P4HA1_MOUSE Isoform 2 of Prolyl 4-hydroxylase subunit alpha-1 OS=Mus musculus GN=P4ha1;>tr|E9Q7B0|E9Q7B0_MOUSE Prolyl 4-hydroxylase subunit alpha-1 ,22,22,52.8,0,100,90.7910076,96.2843176,78.8105529,72.34679,73.7942547,66.0170891,100,95.8581031,86.8375117,92.7883585,79.7389645,86.3732792,82.1781256,100,84.4845926,92.8877846,70.8976463,68.118619,75.1826464,59.2657195,21,0.014406018,0.103751135,0.003660164,0.298363514,0.128817196,0.018111506,0.871182804,0.007668371,48.11511166,188.5,0.076273764,UN,0.602892795,
Q60737,Csnk2a1,>sp|Q60737|CSK21_MOUSE Casein kinase II subunit alpha OS=Mus musculus GN=Csnk2a1 PE=1 SV=2,16,16,51.7,0,100,,,56.4607226,59.8508803,61.2870585,42.9393108,100,87.6893804,118.4599067,81.8222783,74.0318119,52.4977456,51.5385075,100,99.364029,82.1013575,83.3944704,79.3332696,68.9051351,51.4549651,19,0.025917298,0.087085909,0.01295178,0.181913492,0.580755561,0.028120928,0.419244439,0.017122847,26.74457769,52,0.050282948,UN,0.346731422,
Q60738,Slc30a1,>sp|Q60738|ZNT1_MOUSE Zinc transporter 1 OS=Mus musculus GN=Slc30a1 PE=1 SV=1,3,3,10.9,0.00049702,,,,,,,,,,,,,,,100,106.8903296,97.7706217,57.2406566,46.1920033,,,5,0.098693993,3.48E-06,0.113762694,0.92519713,0.99999803,0.016961909,1.96952E-06,0.014504798,7.023195259,6.2,0.171723919,UN,0.014883417,
Q60749,Khdrbs1,">sp|Q60749|KHDR1_MOUSE KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Mus musculus GN=Khdrbs1 PE=1 SV=2",9,9,21.9,0,100,85.5062117,88.9550175,,,42.8055627,61.7290796,100,68.4391759,61.8714853,46.1921809,55.1522707,33.947445,50.7526858,100,72.6456659,56.5267787,,,28.5578679,32.4009764,17,0.034347504,0.285499436,1.10E-07,0.162437342,0.049648408,0.151112844,0.950351592,0.039136674,20.18042364,> 300,0.474823526,NED,0.309004242,2
Q60766-2,Irgm1,>sp|Q60766-2|IRGM1_MOUSE Isoform 2 of Immunity-related GTPase family M protein 1 OS=Mus musculus GN=Irgm1;>sp|Q60766|IRGM1_MOUSE Immunity-related GTPase family M protein 1 OS=Mus musculus GN=Irgm1 PE=1 SV=1;>tr|Q5NCB5|Q5NCB5_MOUSE Immunity-related GTPase f,11,11,35.1,0,,,,,,,,100,,,74.2746038,70.0835939,,,100,82.0582525,76.3863442,73.027808,55.0987238,53.8872645,39.8159777,10,0.034710633,0.317799946,0.020637392,0.616456871,0.219997802,0.026989367,0.780002198,0.003629777,19.96930396,33.1,0.067984169,UN,0.042563955,
Q60767,Ly75,>sp|Q60767|LY75_MOUSE Lymphocyte antigen 75 OS=Mus musculus GN=Ly75 PE=1 SV=2;>tr|A2AW86|A2AW86_MOUSE Lymphocyte antigen 75 OS=Mus musculus GN=Ly75 PE=4 SV=1,20,20,15.1,0,,,,,,,,,,,,,,,100,95.4077977,80.5843481,71.1542604,62.8480061,56.8470849,46.6076384,7,0.02858717,0.132590444,0.011016634,0.20690572,0.348898486,0.023802743,0.651101514,0.000679292,24.2467926,61.2,0.108094533,UN,0.009923146,
Q60769,Tnfaip3,>sp|Q60769|TNAP3_MOUSE Tumor necrosis factor alpha-induced protein 3 OS=Mus musculus GN=Tnfaip3 PE=1 SV=2,24,24,40,0,,,,,,,,,,,,,,,100,51.7043973,70.068069,44.47187,53.8356557,19.174993,14.7055176,7,0.071306583,4.999188398,0.048598691,1.270318106,0.969942036,0.151931607,0.030057964,0.04508887,9.720661856,13.7,0.500696275,UN,0.015106483,
Q60770,Stxbp3,>sp|Q60770|STXB3_MOUSE Syntaxin-binding protein 3 OS=Mus musculus GN=Stxbp3 PE=1 SV=1;>sp|Q60770-2|STXB3_MOUSE Isoform 2 of Syntaxin-binding protein 3 OS=Mus musculus GN=Stxbp3,16,16,33.3,0,,,,,,,,,,,,,,,100,82.7580912,82.9959053,73.0046945,62.4469991,,,5,0.065734206,4.700593214,0.042892524,3.97041392,0.999938589,0.004794437,6.14111E-05,0.000261604,10.54469538,16,0.079220506,ED,0.09298306,
Q60790,Rasa3,>sp|Q60790|RASA3_MOUSE Ras GTPase-activating protein 3 OS=Mus musculus GN=Rasa3 PE=1 SV=2,26,26,43.6,0,,,,,,,,,,,,,,,100,85.4392497,63.5077637,54.2773784,37.9191485,,,5,0.132556969,0.275712272,0.068280492,0.304094216,0.999984832,0.010212945,0.000015168,0.001705801,5.229051212,9,0.126205658,ED,0.016336564,
Q60817,Naca,">sp|Q60817|NACA_MOUSE Nascent polypeptide-associated complex subunit alpha OS=Mus musculus GN=Naca PE=1 SV=1;>sp|P70670|NACAM_MOUSE Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Mus musculus GN=Naca PE=1 SV=2",6,6,32.6,0,100,86.8561963,80.632382,69.4597509,58.0085942,44.2700626,25.5471878,100,69.4325444,69.244851,56.0938224,47.6497368,26.7365883,18.166914,100,88.4327776,90.086825,77.2482722,64.1688177,40.3496756,27.9663804,21,0.050873637,0.133910738,0.030734628,0.148848717,0.231772557,0.045768741,0.768227443,0.022197776,13.62487958,20.2,0.092133196,UN,6.993505703,
Q60823,Akt2,>sp|Q60823|AKT2_MOUSE RAC-beta serine/threonine-protein kinase OS=Mus musculus GN=Akt2 PE=1 SV=1;>tr|F8WHG5|F8WHG5_MOUSE RAC-beta serine/threonine-protein kinase OS=Mus musculus GN=Akt2 PE=4 SV=1,8,4,20,0,,,,,,,,,,,,,,,100,109.3728367,86.4056652,82.0905507,68.0330056,,,5,0.047922917,1.23E-05,0.052851813,1.151742545,0.999998211,0.004294569,1.78889E-06,0.003966226,14.46379364,13.2,0.004758701,ED,0.006959721,
Q60854,Serpinb6;Serpinb6a,>sp|Q60854|SPB6_MOUSE Serpin B6 OS=Mus musculus GN=Serpinb6 PE=1 SV=1;>tr|F8WIV2|F8WIV2_MOUSE Serpin B6 OS=Mus musculus GN=Serpinb6a PE=1 SV=1;>tr|K7E6F1|K7E6F1_MOUSE Serpin B6 (Fragment) OS=Mus musculus GN=Serpinb6a PE=1 SV=1,17,16,54.8,0,100,99.8969711,92.0324975,82.7057069,66.589593,82.2401129,84.4686598,100,108.6214999,102.8823149,122.1331,93.2769891,,,100,95.9815504,80.210522,84.3685362,59.6721624,66.7367631,52.6248911,19,0.015855471,0.042962928,2.91E-05,0.079109561,0.844828199,0.028487382,0.155171801,0.023138857,43.71659478,> 300,-0.033335361,ED,0.169940147,
Q60855,Ripk1,>sp|Q60855|RIPK1_MOUSE Receptor-interacting serine/threonine-protein kinase 1 OS=Mus musculus GN=Ripk1 PE=1 SV=1;>tr|F7D1J2|F7D1J2_MOUSE Receptor-interacting serine/threonine-protein kinase 1 (Fragment) OS=Mus musculus GN=Ripk1 PE=4 SV=1,13,13,24.2,0,,,,,,,,,,,,,,,100,116.7816841,96.8882329,86.6071287,55.2312895,30.1399915,19.7758902,7,0.055885753,2.74E-05,0.056374808,2.221272589,0.996284017,0.028572962,0.003715983,0.028432713,12.40293173,12.3,-0.153032231,UN,0.037007193,
Q60864,Stip1,>sp|Q60864|STIP1_MOUSE Stress-induced-phosphoprotein 1 OS=Mus musculus GN=Stip1 PE=1 SV=1,34,34,59.3,0,100,104.781974,107.4827674,106.2501344,110.1743687,100.9001747,101.047462,100,97.9978243,102.6693396,100.8779823,101.6324305,101.3756349,94.7672955,100,99.6700712,114.2367413,108.8108023,116.0773872,105.0449125,121.0928277,21,8.06E-07,1.53E-05,1.11E-07,3.684049302,0.930868922,0.005300445,0.069131078,0.005299935,> 300,> 300,-0.012178792,ED,2.045990664,
Q60865,Caprin1,>sp|Q60865|CAPR1_MOUSE Caprin-1 OS=Mus musculus GN=Caprin1 PE=1 SV=2,14,14,29,0,100,93.6958772,90.081547,92.1309749,94.9300203,89.3099026,71.2517196,100,110.036472,87.6708009,88.3014939,82.4974768,86.5745143,65.211135,100,90.3467845,93.1779343,87.0768482,84.7526027,85.852472,71.8627436,21,0.011477263,0.108665765,0.008685354,0.97341689,0.690355297,0.004267055,0.309644703,0.003029168,60.39307189,79.7,0.041696323,UN,0.606966182,
Q60866,Pter,>sp|Q60866|PTER_MOUSE Phosphotriesterase-related protein OS=Mus musculus GN=Pter PE=2 SV=1;>sp|Q60866-2|PTER_MOUSE Isoform 2 of Phosphotriesterase-related protein OS=Mus musculus GN=Pter;>tr|A2AUR5|A2AUR5_MOUSE Phosphotriesterase-related protein (Fragment),10,10,34.7,0,,,,,,,,,,,,,,,100,89.9126685,78.4252756,85.7889559,71.2038576,72.8155327,79.1935413,7,0.012060911,0.16964842,4.22E-06,0.397907505,0.871924723,0.023672015,0.128075277,0.002887358,57.47055002,> 300,-0.016531719,ED,0.041389234,
Q60902-2,Eps15l1,>sp|Q60902-2|EP15R_MOUSE Isoform 2 of Epidermal growth factor receptor substrate 15-like 1 OS=Mus musculus GN=Eps15l1;>sp|Q60902|EP15R_MOUSE Epidermal growth factor receptor substrate 15-like 1 OS=Mus musculus GN=Eps15l1 PE=1 SV=3;>sp|Q60902-3|EP15R_MOUSE ,21,1,39.3,0,100,,,,,77.3611944,65.9367834,,,,,,,,100,112.796968,106.2393619,111.685706,117.9351,91.8885353,72.1068709,10,0.010302084,6.62E-07,0.034808887,0.034903859,0.954370738,0.013030585,0.045629262,0.009810964,67.28222976,32.9,-0.028036436,ED,0.019687883,
Q60953,Pml,>sp|Q60953|PML_MOUSE Protein PML OS=Mus musculus GN=Pml PE=1 SV=3;>sp|Q60953-2|PML_MOUSE Isoform 2 of Protein PML OS=Mus musculus GN=Pml;>tr|D3Z3A6|D3Z3A6_MOUSE Protein PML OS=Mus musculus GN=Pml PE=1 SV=1;>tr|D3YXR5|D3YXR5_MOUSE Protein PML OS=Mus musculu,21,21,33.7,0,,,,,,,,,,,,,,,100,91.0534477,68.8265501,77.5312931,51.9525943,45.1198492,35.5948229,7,0.038744427,0.134277875,0.013314204,0.128356358,0.908899764,0.041897325,0.091100236,0.006357686,17.89024193,48.6,-0.072930718,ED,0.031372576,
Q60954-3,Meis1;Meis2,>sp|Q60954-3|MEIS1_MOUSE Isoform 3 of Homeobox protein Meis1 OS=Mus musculus GN=Meis1;>tr|H3BLB6|H3BLB6_MOUSE Homeobox protein Meis1 OS=Mus musculus GN=Meis1 PE=4 SV=1;>sp|Q60954|MEIS1_MOUSE Homeobox protein Meis1 OS=Mus musculus GN=Meis1 PE=1 SV=1;>tr|Q3T,5,5,15.7,0,,,,,,,,,,,,,,,100,60.4813783,48.7043512,59.9118872,45.8002063,,,5,0.120445547,1.656078465,0.021297141,0.804984237,0.999965272,0.081899598,3.47279E-05,0.007051028,5.754859348,31.7,0.121854448,ED,0.010044571,
Q60960,Kpna1,>sp|Q60960|IMA5_MOUSE Importin subunit alpha-5 OS=Mus musculus GN=Kpna1 PE=1 SV=2,16,11,42.2,0,100,,,94.0945665,141.8937888,,,100,95.4945885,83.9046273,105.764658,99.2526272,,,100,100.3748893,120.2516066,113.7062782,107.0378426,82.3127472,114.8931051,15,8.02E-06,3.85E-06,3.96E-08,2.982070142,0.949595649,0.018310047,0.050404351,0.018304657,> 300,> 300,-0.022040136,ED,0.020734195,
Q60967,Papss1,>sp|Q60967|PAPS1_MOUSE Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1 OS=Mus musculus GN=Papss1 PE=1 SV=1,20,19,38.8,0,,,,,,,,100,86.4231282,92.9272944,68.8502257,71.6838365,59.1521355,50.4834778,100,86.8155893,70.4432104,75.9652107,76.3068421,72.1934976,67.914611,14,0.020667384,0.245301251,0.008316902,0.528204989,0.207651309,0.028635349,0.792348691,0.008210086,33.53821589,82.8,0.173237641,UN,0.045800002,
Q60972,Rbbp4,>sp|Q60972|RBBP4_MOUSE Histone-binding protein RBBP4 OS=Mus musculus GN=Rbbp4 PE=1 SV=5,19,12,68,0,100,74.664994,82.2057297,71.3710488,67.699504,47.0289275,44.8913863,100,107.9013961,96.3174842,88.9532232,79.3315456,74.8052466,70.1608143,100,97.4681253,100.1459818,91.3170442,80.5842887,65.8839721,57.2801833,21,0.021435519,0.050412741,2.26E-05,0.057749186,0.648500085,0.025865686,0.351499915,0.017711583,32.33638452,> 300,0.001292432,UN,0.439012722,
Q60973,Rbbp7,>sp|Q60973|RBBP7_MOUSE Histone-binding protein RBBP7 OS=Mus musculus GN=Rbbp7 PE=1 SV=1;>tr|A2AFI9|A2AFI9_MOUSE Histone-binding protein RBBP7 OS=Mus musculus GN=Rbbp7 PE=1 SV=1;>tr|A2AFJ1|A2AFJ1_MOUSE Histone-binding protein RBBP7 OS=Mus musculus GN=Rbbp7 ,23,16,62.6,0,100,94.7903781,87.3637075,83.50451,73.7565326,60.5570995,47.5882758,100,121.1759914,87.8983155,94.4580719,85.2344299,70.0934319,64.1881897,100,97.7693572,95.9037994,86.4578004,74.1730439,60.9104516,40.5525547,21,0.023591133,0.035374862,1.47E-05,0.0237894,0.82968043,0.01183308,0.17031957,0.009748721,29.38168236,> 300,-0.00387097,ED,1.747571432,
Q60989,Xiap,>sp|Q60989|XIAP_MOUSE E3 ubiquitin-protein ligase XIAP OS=Mus musculus GN=Xiap PE=1 SV=2,6,6,20,0,,,,,,,,,,,,,,,100,98.4763177,84.8945516,87.9131895,50.4823168,,,5,0.074429789,9.62E-05,0.191105932,0.190908139,0.999995843,0.008000386,4.15677E-06,0.003763834,9.312765605,6,-0.212953169,UN,0.015416427,
Q61001,Lama5,>sp|Q61001|LAMA5_MOUSE Laminin subunit alpha-5 OS=Mus musculus GN=Lama5 PE=1 SV=4,50,50,21.6,0,100,94.2745191,55.0543252,,,,,,,,,,,,100,91.2725669,59.1824106,44.2642038,18.8982852,14.6399292,,9,0.143712473,0.260253515,1.34E-05,0.034223547,0.513528498,0.069900647,0.486471502,0.011502449,4.823152565,> 300,-0.01805541,UN,0.020620819,
Q61024,Asns,>sp|Q61024|ASNS_MOUSE Asparagine synthetase [glutamine-hydrolyzing] OS=Mus musculus GN=Asns PE=2 SV=3,27,27,57.4,0,100,86.0979265,80.8981884,84.9092872,73.0538587,72.8227158,64.4883314,100,92.7407664,90.5224879,82.8390954,79.0505706,69.7503172,75.8608368,100,100.1696528,77.8549611,93.5288159,61.4398176,71.4454973,46.5104925,21,0.018291528,0.10013773,0.007658518,0.280966685,0.311658649,0.02054559,0.688341351,0.01076566,37.89443837,89.6,0.006600071,UN,0.477397743,
