acc	id	pI	weight
FIS1_HUMAN_1	Q9Y3D6	8.84	16937.70
FKB10_HUMAN_1	Q96AY3	5.26	61438.50
FKB11_HUMAN_1	Q9NYL4	9.42	19269.71
FKB14_HUMAN_1	Q9NWM8	5.58	21995.01
FKB15_HUMAN_1	Q5T1M5	5.11	133629.70
FKB1A_HUMAN_1	P62942	8.08	11819.51
FKBP2_HUMAN_1	P26885	8.94	13300.37
FKBP3_HUMAN_1	Q00688	9.29	25045.64
FKBP4_HUMAN_1	Q02790	5.35	51804.56
FKBP4_HUMAN_2	Q02790	5.35	51673.37
FKBP5_HUMAN_1	Q13451	5.71	51212.16
FKBP7_HUMAN_1	Q9Y680	5.72	27113.79
FKBP8_HUMAN_1	Q14318	4.78	44561.74
FKBP9_HUMAN_1	O95302	4.84	60371.22
FAD1_HUMAN_1	Q8NFF5	6.36	63175.22
FLII_HUMAN_1	Q13045	5.75	144751.15
FLNA_HUMAN_1	P21333	5.70	280607.82
FLNB_HUMAN_1	O75369	5.47	278164.04
FLNC_HUMAN_1	Q14315	5.65	291022.22
FLOT1_HUMAN_1	O75955	7.08	47355.28
FLOT2_HUMAN_1	Q14254	5.19	46932.97
FWCH2_HUMAN_1	Q96CP2	8.60	14563.52
FMNL1_HUMAN_1	O95466	5.56	121722.38
FMNL2_HUMAN_1	Q96PY5	7.03	123189.60
FMNL3_HUMAN_1	Q8IVF7	6.24	117081.64
FMOD_HUMAN_1	Q06828	5.66	41217.45
FMR1_HUMAN_1	Q06787	7.00	71174.48
FINC_HUMAN_1	P02751	5.39	259562.86
FINC_HUMAN_2	P02751	9.90	8752.94
FINC_HUMAN_3	P02751	3.89	20462.29
FINC_HUMAN_4	P02751	3.84	19622.39
FINC_HUMAN_5	P02751	5.05	181874.61
FN3K_HUMAN_1	Q9H479	7.13	35171.21
KT3K_HUMAN_1	Q9HA64	6.84	34412.24
FNBP1_HUMAN_1	Q96RU3	5.53	71306.81
FBP1L_HUMAN_1	Q5T0N5	6.20	70065.49
FNBP4_HUMAN_1	Q8N3X1	4.68	110265.84
FNDC1_HUMAN_1	Q4ZHG4	9.31	202287.97
FND3A_HUMAN_1	Q9Y2H6	6.29	131851.61
FND3B_HUMAN_1	Q53EP0	5.64	132888.27
FNTA_HUMAN_1	P49354	4.96	44277.44
FOLH1_HUMAN_1	Q04609	6.50	84330.69
FOLR1_HUMAN_1	P15328	8.32	24655.81
FOLR2_HUMAN_1	P14207	7.47	24791.82
FOSL2_HUMAN_1	P15408	7.03	35193.39
FOXJ3_HUMAN_1	Q9UPW0	6.59	68960.29
FOXK1_HUMAN_1	P85037	9.41	75326.14
FOXK2_HUMAN_1	Q01167	9.57	68930.79
FOXO3_HUMAN_1	O43524	4.98	71276.63
FOXP1_HUMAN_1	Q9H334	6.19	75316.63
FOXP4_HUMAN_1	Q8IVH2	5.97	73488.37
FXRD1_HUMAN_1	Q96CU9	7.66	53811.55
FOLC_HUMAN_1	Q05932	6.85	60166.97
FPGT_HUMAN_1	O14772	6.06	66598.86
F10C1_HUMAN_1	Q70Z53	8.25	37548.08
FRG1_HUMAN_1	Q14331	9.10	29172.36
FRMD8_HUMAN_1	Q9BZ67	5.83	51218.04
FRYL_HUMAN_1	O94915	5.36	339466.73
FSCN1_HUMAN_1	Q16658	6.81	54398.81
FSTL1_HUMAN_1	Q12841	5.15	32678.62
FRIH_HUMAN_1	P02794	5.31	21225.64
FRIH_HUMAN_2	P02794	5.30	21094.45
FRIL_HUMAN_1	P02792	5.50	19888.48
FTO_HUMAN_1	Q9C0B1	5.10	58282.04
TRM7_HUMAN_1	Q9UET6	5.42	36079.12
SPB1_HUMAN_1	Q8IY81	8.53	96558.49
FUBP1_HUMAN_1	Q96AE4	7.33	67429.19
FUBP3_HUMAN_1	Q96I24	8.61	61509.23
FUCO_HUMAN_1	P04066	5.92	50414.86
FUCO2_HUMAN_1	Q9BTY2	5.75	50951.71
FUK_HUMAN_1	Q8N0W3	5.84	117622.84
FUND2_HUMAN_1	Q9BWH2	9.74	20675.68
FUS_HUMAN_1	P35637	9.40	53425.84
FUT8_HUMAN_1	Q9BYC5	7.36	66515.78
FRDA_HUMAN_1	Q16595	5.94	18826.05
FRDA_HUMAN_2	Q16595	5.59	17255.27
FRDA_HUMAN_3	Q16595	4.98	14665.31
FRDA_HUMAN_4	Q16595	4.72	14267.79
FXR1_HUMAN_1	P51114	5.84	69589.60
FXR2_HUMAN_1	P51116	5.95	74223.31
FYB_HUMAN_1	O15117	6.11	85387.10
FYCO1_HUMAN_1	Q9BQS8	4.86	166851.44
UIF_HUMAN_1	Q96QD9	11.78	35818.34
FZD1_HUMAN_1	Q9UP38	8.26	63899.92
FZD6_HUMAN_1	O60353	8.31	77164.36
G3BP1_HUMAN_1	Q13283	5.36	52033.05
G3BP2_HUMAN_1	Q9UN86	5.41	53989.94
G6PC3_HUMAN_1	Q9BUM1	8.47	38734.55
G6PD_HUMAN_1	P11413	6.41	59125.56
LYAG_HUMAN_1	P10253	5.42	98008.32
LYAG_HUMAN_2	P10253	5.32	92313.85
LYAG_HUMAN_3	P10253	5.16	82826.04
GAB2_HUMAN_1	Q9UQC2	8.54	74457.57
GBRAP_HUMAN_1	O95166	8.73	13804.88
GBRL2_HUMAN_1	P60520	7.81	13519.66
GABPA_HUMAN_1	Q06546	4.87	51295.21
GABP1_HUMAN_1	Q06547	4.77	42351.48
G45IP_HUMAN_1	Q8TAE8	10.03	25383.83
GAK_HUMAN_1	O14976	5.49	143059.37
GALC_HUMAN_1	P54803	5.92	72871.50
GALE_HUMAN_1	Q14376	6.26	38281.67
GALK1_HUMAN_1	P51570	6.04	42272.23
GALK2_HUMAN_1	Q01415	6.19	50378.29
GALM_HUMAN_1	Q96C23	6.19	37634.35
GALNS_HUMAN_1	P34059	6.17	55412.90
GALT1_HUMAN_1	Q10472	7.83	64218.96
GALT1_HUMAN_2	Q10472	7.31	59388.10
GALT2_HUMAN_1	Q10471	8.63	64732.76
GALT2_HUMAN_2	Q10471	8.47	59208.36
GALT3_HUMAN_1	Q14435	8.20	72610.32
GALT4_HUMAN_1	Q8N4A0	7.55	66665.86
GALT6_HUMAN_1	Q8NCL4	8.47	71158.57
GALT7_HUMAN_1	Q86SF2	6.67	75389.10
GALT_HUMAN_1	P07902	6.49	43363.14
GAMT_HUMAN_1	Q14353	5.74	26186.97
GANAB_HUMAN_1	Q14697	5.58	103975.46
G3P_HUMAN_1	P04406	8.58	35922.02
GAPD1_HUMAN_1	Q14C86	5.09	164979.86
GAR1_HUMAN_1	Q9NY12	10.91	22347.88
SYG_HUMAN_1	P41250	6.61	83165.57
PUR2_HUMAN_1	P22102	6.27	107636.00
GAS6_HUMAN_1	Q14393	5.78	76665.82
GAS7_HUMAN_1	O60861	6.91	54371.40
GATD1_HUMAN_1	Q8WUU5	9.47	28690.48
P66A_HUMAN_1	Q86YP4	9.95	68062.76
P66B_HUMAN_1	Q8WXI9	9.73	65260.72
GATC_HUMAN_1	O43716	UNDEFINED	0.00
GATM_HUMAN_1	P50440	6.42	44283.58
GLCM_HUMAN_1	P04062	7.41	55597.49
NIPS2_HUMAN_1	O75323	9.42	33742.64
GLGB_HUMAN_1	Q04446	5.88	80342.72
GBF1_HUMAN_1	Q92538	5.48	206445.89
GBP1_HUMAN_1	P32455	5.97	67629.39
GBP2_HUMAN_1	P32456	5.54	66868.60
GBP4_HUMAN_1	Q96PP9	5.73	73164.74
GBP5_HUMAN_1	Q96PP8	5.38	66291.50
VTDB_HUMAN_1	P02774	5.22	51243.46
GRAN_HUMAN_1	P28676	5.02	24010.02
KBL_HUMAN_1	O75600	6.85	42776.15
GCC1_HUMAN_1	Q96CN9	5.35	87810.69
GCC2_HUMAN_1	Q8IWJ2	5.10	195909.60
GCDH_HUMAN_1	Q92947	6.35	43466.77
GCFC2_HUMAN_1	P16383	5.70	89384.65
GFRP_HUMAN_1	P30047	6.12	9567.02
GSH1_HUMAN_1	P48506	5.74	72765.78
GSH0_HUMAN_1	P48507	5.70	30727.05
GCSH_HUMAN_1	P23434	4.32	13813.36
GDAP1_HUMAN_1	Q8TB36	8.48	41345.69
GDAP2_HUMAN_1	Q9NXN4	5.48	56224.72
GDE1_HUMAN_1	Q9NZC3	6.22	37718.39
GDIA_HUMAN_1	P31150	5.00	50582.72
GDIB_HUMAN_1	P50395	6.10	50663.25
GDPD3_HUMAN_1	Q7L5L3	8.13	36596.37
GEMI2_HUMAN_1	O14893	5.43	31585.12
GEMI4_HUMAN_1	P57678	5.70	120037.34
GEMI5_HUMAN_1	Q8TEQ6	6.17	168589.39
GEMI6_HUMAN_1	Q8WXD5	5.02	18824.28
GEMI8_HUMAN_1	Q9NWZ8	6.31	28636.68
GET4_HUMAN_1	Q7L5D6	5.28	36373.05
ALR_HUMAN_1	P55789	7.57	23449.20
EFGM_HUMAN_1	Q96RP9	5.90	79551.85
RRF2M_HUMAN_1	Q969S9	UNDEFINED	0.00
GFPT1_HUMAN_1	Q06210	6.68	78675.22
GFPT2_HUMAN_1	O94808	7.09	76799.41
GGA1_HUMAN_1	Q9UJY5	5.18	70384.21
GGA2_HUMAN_1	Q9UJY4	6.13	67150.28
GGA3_HUMAN_1	Q9NZ52	5.41	78315.34
GGCT_HUMAN_1	O75223	5.07	21007.72
VKGC_HUMAN_1	P38435	8.20	87429.68
GGH_HUMAN_1	Q92820	7.19	33647.50
GGPPS_HUMAN_1	O95749	5.78	34870.90
GGT5_HUMAN_1	P36269	7.23	41482.60
GGT5_HUMAN_2	P36269	6.65	20796.60
GGT7_HUMAN_1	Q9UJ14	4.80	50054.59
GGT7_HUMAN_2	Q9UJ14	5.69	20430.25
GHDC_HUMAN_1	Q8N2G8	8.09	55594.40
GHITM_HUMAN_1	Q9H3K2	9.72	32244.27
PERQ1_HUMAN_1	O75420	5.30	114601.43
PERQ2_HUMAN_1	Q6Y7W6	5.45	149938.78
GIMA1_HUMAN_1	Q8WWP7	9.11	34369.10
GIMA4_HUMAN_1	Q9NUV9	7.66	37533.82
GIMA7_HUMAN_1	Q8NHV1	6.10	34508.56
GIMA8_HUMAN_1	Q8ND71	8.62	74890.18
SLD5_HUMAN_1	Q9BRT9	4.94	26046.85
SLD5_HUMAN_2	Q9BRT9	4.94	25915.66
GIPC1_HUMAN_1	O14908	5.90	36049.23
GIT1_HUMAN_1	Q9Y2X7	6.33	84340.99
GIT2_HUMAN_1	Q14161	6.78	84542.72
CXA1_HUMAN_1	P17302	8.96	42877.20
GLPK_HUMAN_1	P32189	6.12	61244.63
AGAL_HUMAN_1	P06280	5.17	45351.69
BGAL_HUMAN_1	P16278	5.89	73035.04
GLCE_HUMAN_1	O94923	9.04	70101.02
GCSP_HUMAN_1	P23378	6.29	109106.57
GLE1_HUMAN_1	Q53GS7	7.06	79836.13
GSLG1_HUMAN_1	Q92896	6.30	131395.96
GAPR1_HUMAN_1	Q9H4G4	9.44	17087.11
GLMN_HUMAN_1	Q92990	5.24	68077.05
LGUL_HUMAN_1	Q04760	5.12	20646.52
GLOD4_HUMAN_1	Q9HC38	5.40	34793.46
GLRX1_HUMAN_1	P35754	8.38	11644.55
GLRX3_HUMAN_1	O76003	5.31	37300.84
GLRX5_HUMAN_1	Q86SX6	5.07	13679.46
GLSK_HUMAN_1	O94925	7.01	71560.71
GLTP_HUMAN_1	Q9NZD2	7.11	23718.62
GSCR2_HUMAN_1	Q9NZM5	10.32	54258.01
DHE3_HUMAN_1	P00367	6.71	56008.68
DHE4_HUMAN_1	P49448	6.74	56052.79
GLNA_HUMAN_1	P15104	6.42	41933.24
GLYR1_HUMAN_1	Q49A26	9.26	60556.40
SAP3_HUMAN_1	P17900	4.76	17589.35
SAP3_HUMAN_2	P17900	4.76	17415.20
GMDS_HUMAN_1	O60547	6.95	41818.52
GMEB1_HUMAN_1	Q9Y692	4.76	62459.60
GMEB2_HUMAN_1	Q9UKD1	5.38	56421.24
GMFB_HUMAN_1	P60983	5.19	16581.98
GMFG_HUMAN_1	O60234	5.18	16670.12
GMIP_HUMAN_1	Q9P107	5.50	106682.90
GMPPA_HUMAN_1	Q96IJ6	6.73	46291.16
GMPPB_HUMAN_1	Q9Y5P6	6.16	39834.40
GMPR1_HUMAN_1	P36959	6.60	37418.83
GMPR2_HUMAN_1	Q9P2T1	6.80	37874.39
GUAA_HUMAN_1	P49915	6.43	76584.22
GNA11_HUMAN_1	P29992	5.51	42123.33
GNA13_HUMAN_1	Q14344	8.12	44049.58
GNAI1_HUMAN_1	P63096	5.70	40229.89
GNAI2_HUMAN_1	P04899	5.34	40319.71
GNAI3_HUMAN_1	P08754	5.51	40401.00
GNAO_HUMAN_1	P09471	5.34	39919.37
GNAQ_HUMAN_1	P50148	5.48	42142.09
GBB1_HUMAN_1	P62873	5.60	37245.77
GNB1L_HUMAN_1	Q9BYB4	8.27	35617.98
GBB2_HUMAN_1	P62879	5.60	37199.84
RACK1_HUMAN_1	P63244	7.60	35076.73
RACK1_HUMAN_2	P63244	7.57	34945.54
GBB4_HUMAN_1	Q9HAV0	5.59	37435.99
GLCNE_HUMAN_1	Q9Y223	6.32	79274.66
GBG12_HUMAN_1	Q9UBI6	9.14	7535.55
GBG2_HUMAN_1	P59768	8.03	7421.55
GBG5_HUMAN_1	P63218	9.90	6839.87
GBG7_HUMAN_1	O60262	8.71	7051.09
GNL1_HUMAN_1	P36915	5.57	68660.89
NOG2_HUMAN_1	Q13823	9.27	83654.94
GNL3_HUMAN_1	Q9BVP2	9.23	61993.18
GNL3L_HUMAN_1	Q9NVN8	8.68	65573.17
GNPAT_HUMAN_1	O15228	6.16	77187.92
GNPI1_HUMAN_1	P46926	6.42	32668.52
GNPI2_HUMAN_1	Q8TDQ7	6.45	31084.67
GNA1_HUMAN_1	Q96EK6	8.17	20749.11
GNPTA_HUMAN_1	Q3T906	6.26	104743.04
GNPTA_HUMAN_2	Q3T906	8.72	38896.84
GNPTG_HUMAN_1	Q9UJJ9	6.33	31829.94
GNS_HUMAN_1	P15586	7.92	58308.42
GOGA1_HUMAN_1	Q92805	5.24	88184.40
GOGA2_HUMAN_1	Q08379	5.00	113086.21
GOGA3_HUMAN_1	Q08378	5.33	167354.64
GOGA4_HUMAN_1	Q13439	5.33	261140.18
GOGA5_HUMAN_1	Q8TBA6	5.60	82893.17
GOGA7_HUMAN_1	Q7Z5G4	6.60	15824.07
GOGB1_HUMAN_1	Q14789	4.96	376019.17
GOLI4_HUMAN_1	O00461	4.73	81749.12
GOLM1_HUMAN_1	Q8NBJ4	4.91	45333.24
GOLP3_HUMAN_1	Q9H4A6	6.05	33810.54
GLP3L_HUMAN_1	Q9H4A5	5.62	32767.43
GOT1B_HUMAN_1	Q9Y3E0	10.36	15425.69
GOPC_HUMAN_1	Q9HD26	5.59	50388.78
GORAB_HUMAN_1	Q5T7V8	6.66	44993.12
GORS2_HUMAN_1	Q9H8Y8	4.73	47014.15
GOSR1_HUMAN_1	O95249	9.46	28481.42
GOSR2_HUMAN_1	O14653	7.86	24775.40
AATC_HUMAN_1	P17174	6.57	46116.31
AATM_HUMAN_1	P00505	8.98	44737.36
GPAA1_HUMAN_1	O43292	8.19	67492.03
GPTC1_HUMAN_1	Q9BRR8	6.61	103213.80
GPTC2_HUMAN_1	Q9NW75	9.20	58943.55
GPTC8_HUMAN_1	Q9UKJ3	8.81	164197.37
GPC1_HUMAN_1	P35052	6.08	56078.39
GPC1_HUMAN_2	P35052	6.57	59209.23
GPC4_HUMAN_1	O75487	5.91	57462.04
GPC4_HUMAN_2	O75487	6.14	60582.81
GPC6_HUMAN_1	Q9Y625	5.09	57585.24
GPC6_HUMAN_2	Q9Y625	5.29	60450.65
GPCP1_HUMAN_1	Q9NPB8	5.34	76034.87
GPDA_HUMAN_1	P21695	5.81	37567.63
GPD1L_HUMAN_1	Q8N335	6.61	38418.75
GPDM_HUMAN_1	P43304	6.30	76361.33
GEPH_HUMAN_1	Q9NQX3	5.25	79748.40
G6PI_HUMAN_1	P06744	8.44	63015.93
GPKOW_HUMAN_1	Q92917	5.85	52097.60
GPN1_HUMAN_1	Q9HCN4	4.80	41608.93
GPNMB_HUMAN_1	Q14956	6.29	61507.60
GP107_HUMAN_1	Q5VW38	6.50	63158.70
GP108_HUMAN_1	Q9NPR9	8.73	57310.66
GPHRA_HUMAN_1	B7ZAQ6	9.34	52916.97
RAI3_HUMAN_1	Q8NFJ5	8.39	40251.11
GPC5B_HUMAN_1	Q9NZH0	8.13	41617.13
GPC5C_HUMAN_1	Q9NQ84	8.65	45711.08
CSN1_HUMAN_1	Q13098	6.32	55405.39
GPS2_HUMAN_1	Q13227	9.52	36688.67
GPSM1_HUMAN_1	Q86YR5	6.10	74510.25
GPSM3_HUMAN_1	Q9Y4H4	4.95	17865.86
ALAT1_HUMAN_1	P24298	6.85	54505.70
ALAT2_HUMAN_1	Q8TD30	7.85	57903.60
GPX1_HUMAN_1	P07203	6.15	22088.17
GPX3_HUMAN_1	P22352	7.85	23463.74
GPX4_HUMAN_1	P36969	UNDEFINED	0.00
GPX7_HUMAN_1	Q96SL4	8.54	19110.71
GPX8_HUMAN_1	Q8TED1	9.41	23881.04
GRM1A_HUMAN_1	Q96CP6	6.29	80680.17
GRAM4_HUMAN_1	Q6IC98	8.98	66408.12
GRB2_HUMAN_1	P62993	5.89	25206.35
GRB7_HUMAN_1	Q14451	8.82	59681.08
GRHL2_HUMAN_1	Q6ISB3	6.06	71105.12
GRHPR_HUMAN_1	Q9UBQ7	7.01	35668.27
GRAP1_HUMAN_1	Q4V328	5.08	95858.31
GRN_HUMAN_1	P28799	6.42	61787.33
GRN_HUMAN_2	P28799	4.43	3148.62
GRN_HUMAN_3	P28799	6.15	5661.29
GRN_HUMAN_4	P28799	4.57	6244.18
GRN_HUMAN_5	P28799	5.33	5997.95
GRN_HUMAN_6	P28799	4.44	6057.86
GRN_HUMAN_7	P28799	4.01	5671.30
GRN_HUMAN_8	P28799	6.26	5818.62
GRN_HUMAN_9	P28799	8.05	6269.09
GRPE1_HUMAN_1	Q9HAV7	6.03	21336.46
GRSF1_HUMAN_1	Q12849	5.11	41718.10
GRWD1_HUMAN_1	Q9BQ67	4.82	49419.17
GSDMD_HUMAN_1	P57764	5.00	52801.04
GSK3A_HUMAN_1	P49840	8.95	50849.62
GSK3B_HUMAN_1	P49841	8.98	46744.34
GELS_HUMAN_1	P06396	5.72	82959.11
ERF3A_HUMAN_1	P15170	5.44	55755.91
ERF3B_HUMAN_1	Q8IYD1	5.30	68883.20
GSHR_HUMAN_1	P00390	7.61	51700.56
GSHB_HUMAN_1	P48637	5.67	52253.63
GSTA1_HUMAN_1	P08263	8.91	25631.08
GSTA1_HUMAN_2	P08263	8.92	25499.88
GSTCD_HUMAN_1	Q8NEC7	8.04	71078.84
GSTK1_HUMAN_1	Q9Y2Q3	8.53	25365.66
GSTM1_HUMAN_1	P09488	6.28	25580.62
GSTM2_HUMAN_1	P28161	6.02	25613.46
GSTM3_HUMAN_1	P21266	5.37	26559.59
GSTM4_HUMAN_1	Q03013	5.60	25430.17
GSTO1_HUMAN_1	P78417	6.23	27434.66
GSTP1_HUMAN_1	P09211	5.44	23224.64
GSTT1_HUMAN_1	P30711	7.17	27203.84
GST2_HUMAN_1	P0CG29	6.59	27374.87
MAAI_HUMAN_1	O43708	8.80	24212.24
TF2AA_HUMAN_1	P52655	4.40	41382.65
TF2AA_HUMAN_2	P52655	5.87	29630.48
TF2AA_HUMAN_3	P52655	3.92	11770.19
T2AG_HUMAN_1	P52657	6.21	12457.14
TF2B_HUMAN_1	Q00403	8.67	34832.92
T2EA_HUMAN_1	P29083	4.72	49320.95
T2EB_HUMAN_1	P29084	9.66	33043.69
T2FA_HUMAN_1	P35269	7.20	58109.27
T2FB_HUMAN_1	P13984	9.24	28249.07
TF2H1_HUMAN_1	P32780	8.80	62031.60
TF2H3_HUMAN_1	Q13889	6.59	34378.05
TF2H4_HUMAN_1	Q92759	9.12	52186.35
GTF2I_HUMAN_1	P78347	6.09	112285.20
TF3C1_HUMAN_1	Q12789	7.01	238874.78
TF3C2_HUMAN_1	Q8WUA4	6.94	100679.56
TF3C3_HUMAN_1	Q9Y5Q9	4.98	101141.04
TF3C4_HUMAN_1	Q9UKN8	6.21	91982.35
TF3C5_HUMAN_1	Q9Y5Q8	6.49	59439.63
TF3C6_HUMAN_1	Q969F1	4.13	23917.44
GTPB1_HUMAN_1	O00178	8.60	72453.82
GTPBA_HUMAN_1	A4D1E9	9.12	42932.89
GTPB3_HUMAN_1	Q969Y2	5.12	43647.41
NOG1_HUMAN_1	Q9BZE4	9.52	73833.30
GTPB6_HUMAN_1	O43824	9.49	56883.46
GCYA3_HUMAN_1	Q02108	6.74	77452.50
GCYB1_HUMAN_1	Q02153	5.20	70514.48
GUF1_HUMAN_1	Q8N442	8.51	69281.00
KGUA_HUMAN_1	Q16774	6.11	21594.40
GULP1_HUMAN_1	Q9UBP9	8.04	34490.47
BGLR_HUMAN_1	P08236	6.44	72578.35
GXLT1_HUMAN_1	Q4G148	8.92	50566.63
GLYG_HUMAN_1	P46976	5.27	39252.59
GYS1_HUMAN_1	P13807	5.81	83654.35
GRAA_HUMAN_1	P12544	9.22	25847.07
H10_HUMAN_1	P07305	10.84	20862.93
H10_HUMAN_2	P07305	10.84	20731.74
H1X_HUMAN_1	Q92522	10.76	22355.92
H2AV_HUMAN_1	Q71UI9	10.58	13508.69
H2AX_HUMAN_1	P16104	10.74	15013.38
H2AY_HUMAN_1	O75367	9.80	39617.06
H2AW_HUMAN_1	Q9P0M6	9.71	40058.23
G6PE_HUMAN_1	O95479	6.86	86816.01
3HAO_HUMAN_1	P46952	5.62	32556.13
HABP2_HUMAN_1	Q14520	5.20	32904.47
HABP2_HUMAN_2	Q14520	5.20	32557.06
HABP2_HUMAN_3	Q14520	7.67	27325.18
HABP2_HUMAN_4	Q14520	7.12	26659.39
HABP4_HUMAN_1	Q5JVS0	6.97	45785.37
HACL1_HUMAN_1	Q9UJ83	7.08	63728.59
HCDH_HUMAN_1	Q16836	8.38	32838.77
ECHA_HUMAN_1	P40939	8.98	79009.87
ECHB_HUMAN_1	P55084	9.24	47484.90
GLO2_HUMAN_1	Q16775	7.33	32410.12
HPLN3_HUMAN_1	Q96S86	6.08	39143.03
SYHC_HUMAN_1	P12081	5.73	57279.31
SYHM_HUMAN_1	P49590	7.97	53354.99
HAT1_HUMAN_1	O14929	5.51	49381.39
HAUS1_HUMAN_1	Q96CS2	5.41	31863.32
HAUS3_HUMAN_1	Q68CZ6	5.39	69519.15
HAUS6_HUMAN_1	Q7Z4H7	6.04	108621.30
HAX1_HUMAN_1	O00165	4.76	31489.33
HBA_HUMAN_1	P69905	8.73	15126.36
HBB_HUMAN_1	P68871	6.81	15867.22
HBB_HUMAN_2	P68871	8.75	1308.55
HBB_HUMAN_3	P68871	5.52	877.05
HBD_HUMAN_1	P02042	7.97	15924.29
HBP1_HUMAN_1	O60381	5.79	57645.28
HBS1L_HUMAN_1	Q9Y450	6.17	75472.92
CCHL_HUMAN_1	P53701	6.28	30470.39
HCFC1_HUMAN_1	P51610	9.17	145244.50
HCFC1_HUMAN_2	P51610	9.34	135308.70
HCFC1_HUMAN_3	P51610	9.41	132490.74
HCFC1_HUMAN_4	P51610	9.43	113989.85
HCFC1_HUMAN_5	P51610	9.53	111087.81
HCFC1_HUMAN_6	P51610	9.66	104708.82
HCFC1_HUMAN_7	P51610	5.15	103910.50
HCFC1_HUMAN_8	P51610	5.14	97531.51
HCFC1_HUMAN_9	P51610	5.13	94629.46
HCFC1_HUMAN_10	P51610	4.77	76128.58
HCFC1_HUMAN_11	P51610	4.76	73310.62
HCFC1_HUMAN_12	P51610	4.69	63374.81
HCK_HUMAN_1	P08631	6.29	59468.64
HCLS1_HUMAN_1	P14317	4.73	54014.03
HDAC1_HUMAN_1	Q13547	5.31	55102.97
HDAC2_HUMAN_1	Q92769	5.59	55364.19
HDAC3_HUMAN_1	O15379	4.98	48847.75
HDAC4_HUMAN_1	P56524	6.49	119039.69
HDAC6_HUMAN_1	Q9UBN7	5.14	131419.22
HDAC7_HUMAN_1	Q8WUI4	7.24	102927.20
HDDC2_HUMAN_1	Q7Z4H3	5.33	23259.29
MESH1_HUMAN_1	Q8N4P3	6.26	20197.84
HDGF_HUMAN_1	P51858	4.70	26788.29
HDHD2_HUMAN_1	Q9H0R4	5.84	28535.91
HDHD3_HUMAN_1	Q9BSH5	6.21	27999.98
VIGLN_HUMAN_1	Q00341	6.43	141324.46
HEAT1_HUMAN_1	Q9H583	6.11	242370.23
HEAT1_HUMAN_2	Q9H583	6.11	242239.04
HEAT3_HUMAN_1	Q7Z4Q2	5.02	74582.72
HTR5A_HUMAN_1	Q86XA9	6.14	222003.95
HTR5B_HUMAN_1	Q9P2D3	6.77	224302.40
HEAT6_HUMAN_1	Q6AI08	6.64	128781.27
HEBP1_HUMAN_1	Q9NRV9	5.71	21097.05
HEBP2_HUMAN_1	Q9Y5Z4	4.55	22744.24
HDC_HUMAN_1	Q9UBI9	8.89	58836.63
HECD1_HUMAN_1	Q9ULT8	5.21	289384.42
HECD3_HUMAN_1	Q5T447	5.46	96981.73
HELZ_HUMAN_1	P42694	7.04	218970.11
HEPH_HUMAN_1	Q9BQS7	5.64	127792.48
HERC1_HUMAN_1	Q15751	5.69	532227.91
HERC2_HUMAN_1	O95714	5.88	527227.87
HERC4_HUMAN_1	Q5GLZ8	5.80	118562.91
HERC5_HUMAN_1	Q9UII4	7.71	116852.28
HEXA_HUMAN_1	P06865	4.83	50565.43
HEXB_HUMAN_1	P07686	5.90	49926.75
HEXB_HUMAN_2	P07686	6.27	21630.64
HEXB_HUMAN_3	P07686	5.36	27915.70
HEXI1_HUMAN_1	O94992	4.83	40623.45
HGS_HUMAN_1	O14964	5.84	86192.02
3HIDH_HUMAN_1	P31937	5.54	31537.41
HIBCH_HUMAN_1	Q6NVY1	6.30	39484.54
HIF1N_HUMAN_1	Q9NWT6	5.40	40154.26
HINT1_HUMAN_1	P49773	6.46	13670.72
HINT2_HUMAN_1	Q9BX68	7.13	15511.75
HINT3_HUMAN_1	Q9NQE9	6.14	20230.08
HIP1_HUMAN_1	O00291	5.19	116221.15
HIP1R_HUMAN_1	O75146	6.22	119388.32
HIRA_HUMAN_1	P54198	8.40	111835.13
HIRP3_HUMAN_1	Q9BW71	8.71	61957.08
H15_HUMAN_1	P16401	10.91	22448.98
H12_HUMAN_1	P16403	10.94	21233.56
H13_HUMAN_1	P16402	11.02	22218.71
H14_HUMAN_1	P10412	11.03	21734.08
H2B2F_HUMAN_1	Q5QNW6	10.32	13788.97
HXK1_HUMAN_1	P19367	6.36	102485.90
HXK2_HUMAN_1	P52789	5.71	102379.80
HXK3_HUMAN_1	P52790	5.23	99025.36
HKDC1_HUMAN_1	Q2TB90	6.77	102544.77
BPL1_HUMAN_1	P50747	5.40	80759.98
HLTF_HUMAN_1	Q14527	8.82	113928.66
HM13_HUMAN_1	Q8TCT9	6.00	41488.34
HEM3_HUMAN_1	P08397	6.67	39198.87
HMCN1_HUMAN_1	Q96RW7	6.08	610980.69
HM20A_HUMAN_1	Q9NP66	6.08	40143.55
HMGA1_HUMAN_1	P17096	10.31	11544.83
HMGA2_HUMAN_1	P52926	10.63	11700.86
HMGB1_HUMAN_1	P09429	5.60	24762.57
HMGB2_HUMAN_1	P26583	7.77	23902.56
HMGB3_HUMAN_1	O15347	8.48	22979.96
HMGCL_HUMAN_1	P35914	7.48	31546.68
HMCS1_HUMAN_1	Q01581	5.22	57293.63
HMGN1_HUMAN_1	P05114	9.61	10527.71
HMGN2_HUMAN_1	P05204	10.00	9261.48
HMGN3_HUMAN_1	Q15651	9.66	10665.85
